ID	CHOICE	TAXI_TT	TAXI_COST	TRANSIT_TT	VISITOR	TRANSIT_COST	FREE_COST	av1	av2	av3	av4	HYPERP
70	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0	1.3899872653416359
71	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0	1.3899872653416359
72	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0	1.3899872653416359
73	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0	1.3899872653416359
74	1	39.09026793333333	60.05021508	76.71666666666667	1.0	7.75	0	1	1	1	0	1.3899872653416359
75	1	39.09026793333333	60.05021508	76.71666666666667	0.0	7.75	0	1	1	1	0	1.3899872653416359
76	1	34.8809834	55.11776935	70.41666666666667	0.0	7.75	0	1	1	1	0	1.3329635171087906
77	1	38.735185183333336	72.82606917	70.81666666666666	0.0	7.75	0	1	1	1	0	2.028462095923086
78	1	38.735185183333336	72.82606917	70.81666666666666	0.0	7.75	0	1	1	1	0	2.028462095923086
79	1	7.91004902	14.63331409	51.483333333333334	0.0	7.75	0	1	1	1	0	0.15797097231648707
80	1	31.183333333333334	52.93533586	71.78333333333333	0.0	7.75	0	1	1	1	0	1.1129393068965518
81	1	28.684558816666666	48.72482496	69.83333333333333	0.0	7.75	0	1	1	1	0	0.9957726673829325
82	1	37.19809793333334	54.92187102	51.083333333333336	1.0	7.75	0	1	1	1	0	3.397268368961177
83	1	14.438709676666667	33.72320494	42.666666666666664	1.0	7.75	0	1	1	1	0	0.9201234417779948
84	1	37.96486885	68.01877277	67.43333333333334	0.0	7.75	0	1	1	1	0	2.045195561651561
85	1	24.1979798	40.42082408	61.233333333333334	1.0	7.75	0	1	1	1	0	0.8821523480421193
86	1	28.79375	51.49745749	90.65	0.0	7.75	0	1	1	1	0	0.7072439323431343
87	1	28.79375	51.49745749	90.65	1.0	7.75	0	1	1	1	0	0.7072439323431343
88	1	26.10185185	49.48759994	73.55	0.0	7.75	0	1	1	1	0	0.8796465524440074
89	1	41.44451011666667	66.09756196	56.416666666666664	0.0	7.75	0	1	1	1	0	3.8970713247050583
90	1	29.466611666666665	65.48658724	75.36666666666666	0.0	7.75	0	1	1	1	0	1.2578762103879835
91	1	38.9045977	68.50849737	79.63333333333334	0.0	7.75	0	1	1	1	0	1.4917845208107525
92	1	38.9045977	68.50849737	79.63333333333334	0.0	7.75	0	1	1	1	0	1.4917845208107525
93	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
94	1	47.87902275	66.69592392	58.083333333333336	0.0	7.75	0	1	1	1	0	5.776570934275183
95	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
96	1	47.87902275	66.69592392	58.083333333333336	0.0	7.75	0	1	1	1	0	5.776570934275183
97	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
98	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
99	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
100	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
101	1	47.87902275	66.69592392	58.083333333333336	1.0	7.75	0	1	1	1	0	5.776570934275183
102	1	35.05629031666667	68.52328677	72.21666666666667	0.0	7.75	0	1	1	1	0	1.6354324885625116
103	1	35.05629031666667	68.52328677	72.21666666666667	1.0	7.75	0	1	1	1	0	1.6354324885625116
104	1	35.05629031666667	68.52328677	72.21666666666667	1.0	7.75	0	1	1	1	0	1.6354324885625116
105	1	28.719047616666668	46.05232605	64.05	0.0	7.75	0	1	1	1	0	1.0841011483196914
106	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0	4.50265517937403
107	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0	4.50265517937403
108	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0	4.50265517937403
109	1	47.491121750000005	67.82537809	60.833333333333336	0.0	7.75	0	1	1	1	0	4.50265517937403
110	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0	4.50265517937403
111	1	47.491121750000005	67.82537809	60.833333333333336	1.0	7.75	0	1	1	1	0	4.50265517937403
112	1	47.1661189	63.96542118	63.78333333333333	1.0	7.75	0	1	1	1	0	3.3829629752646495
113	1	35.336666666666666	61.66907149	55.016666666666666	0.0	7.75	0	1	1	1	0	2.739790217987805
114	1	34.70865633333334	55.47388975	67.51666666666667	0.0	7.75	0	1	1	1	0	1.4546413898654487
115	1	40.18786431666667	68.17891774	62.233333333333334	0.0	7.75	0	1	1	1	0	2.7411037476369837
116	1	40.18786431666667	68.17891774	62.233333333333334	0.0	7.75	0	1	1	1	0	2.7411037476369837
117	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0	2.7411037476369837
118	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0	2.7411037476369837
119	1	40.18786431666667	68.17891774	62.233333333333334	1.0	7.75	0	1	1	1	0	2.7411037476369837
120	1	33.2	68.79214545	96.25	0.0	7.75	0	1	1	1	0	0.9681545670103094
121	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0	2.2529688674203645
122	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0	2.2529688674203645
123	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0	2.2529688674203645
124	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0	2.2529688674203645
125	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0	2.2529688674203645
126	1	48.20560496666667	67.06555236	74.53333333333333	0.0	7.75	0	1	1	1	0	2.2529688674203645
127	1	48.20560496666667	67.06555236	74.53333333333333	1.0	7.75	0	1	1	1	0	2.2529688674203645
128	1	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	0	0.888466867507521
129	1	16.152380951666668	27.70877356	38.61666666666667	0.0	7.75	0	1	1	1	0	0.888466867507521
130	1	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	0	0.888466867507521
131	1	16.152380951666668	27.70877356	38.61666666666667	1.0	7.75	0	1	1	1	0	0.888466867507521
132	1	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	0	2.065931513599003
133	1	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	0	2.065931513599003
134	1	45.33499255	63.90547715	72.51666666666667	1.0	7.75	0	1	1	1	0	2.065931513599003
135	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
136	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
137	1	26.372756516666666	42.94517164	65.53333333333333	0.0	7.75	0	1	1	1	0	0.8987398680251565
138	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
139	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
140	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
141	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
142	1	26.372756516666666	42.94517164	65.53333333333333	0.0	7.75	0	1	1	1	0	0.8987398680251565
143	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
144	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
145	1	26.372756516666666	42.94517164	65.53333333333333	1.0	7.75	0	1	1	1	0	0.8987398680251565
146	1	45.23446906666667	68.21929938	75.11666666666666	1.0	7.75	0	1	1	1	0	2.023589435738154
147	1	40.96838366666667	66.60847718	53.68333333333333	0.0	7.75	0	1	1	1	0	4.629076694994914
148	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0	4.629076694994914
149	1	40.96838366666667	66.60847718	53.68333333333333	1.0	7.75	0	1	1	1	0	4.629076694994914
150	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0	2.096601736908014
151	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0	2.096601736908014
152	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0	2.096601736908014
153	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
154	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0	2.096601736908014
155	1	37.90719008333334	68.39660218	66.83333333333333	0.0	7.75	0	1	1	1	0	2.096601736908014
156	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
157	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
158	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
159	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
160	1	37.90719008333334	68.39660218	66.83333333333333	1.0	7.75	0	1	1	1	0	2.096601736908014
161	1	43.825363483333334	63.99179805	65.73333333333333	0.0	7.75	0	1	1	1	0	2.567184382445186
162	1	43.825363483333334	63.99179805	65.73333333333333	1.0	7.75	0	1	1	1	0	2.567184382445186
163	1	43.825363483333334	63.99179805	65.73333333333333	1.0	7.75	0	1	1	1	0	2.567184382445186
164	1	49.08432460000001	64.82919017	71.11666666666666	1.0	7.75	0	1	1	1	0	2.5907000716168396
165	1	11.388888888333332	37.18657779	35.15	0.0	7.75	0	1	1	1	0	1.2388552728726012
166	1	24.584366583333335	48.90327895	58.766666666666666	1.0	7.75	0	1	1	1	0	1.2039353364072065
167	1	24.584366583333335	48.90327895	58.766666666666666	0.0	7.75	0	1	1	1	0	1.2039353364072065
168	1	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	0	2.9962474896329208
169	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0	2.9962474896329208
170	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0	2.9962474896329208
171	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0	2.9962474896329208
172	1	37.60855563333333	60.25857119	55.13333333333333	1.0	7.75	0	1	1	1	0	2.9962474896329208
173	1	37.60855563333333	60.25857119	55.13333333333333	0.0	7.75	0	1	1	1	0	2.9962474896329208
174	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0	2.142323571392439
175	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0	2.142323571392439
176	1	42.803859966666664	66.83415588	70.38333333333334	0.0	7.75	0	1	1	1	0	2.142323571392439
177	1	42.803859966666664	66.83415588	70.38333333333334	1.0	7.75	0	1	1	1	0	2.142323571392439
178	1	25.599282300000002	48.3684003	73.21666666666667	0.0	7.75	0	1	1	1	0	0.853016200705763
179	1	25.599282300000002	48.3684003	73.21666666666667	0.0	7.75	0	1	1	1	0	0.853016200705763
180	1	29.508333333333333	65.62197309	92.75	0.0	7.75	0	1	1	1	0	0.9150924721043615
181	1	38.30416666666667	77.86252603	101.33333333333333	1.0	7.75	0	1	1	1	0	1.1123822467905071
182	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0	1.5464437978835983
183	1	33.837861966666665	68.44091579	73.08333333333333	0.0	7.75	0	1	1	1	0	1.5464437978835983
184	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0	1.5464437978835983
185	1	33.837861966666665	68.44091579	73.08333333333333	1.0	7.75	0	1	1	1	0	1.5464437978835983
186	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
187	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
188	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
189	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0	3.3241995722852766
190	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
191	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
192	1	46.912685016666664	68.04205471	65.05	0.0	7.75	0	1	1	1	0	3.3241995722852766
193	1	46.912685016666664	68.04205471	65.05	1.0	7.75	0	1	1	1	0	3.3241995722852766
194	1	29.3475862	68.65013682	96.0	0.0	7.75	0	1	1	1	0	0.9136973944070425
195	1	29.3475862	68.65013682	96.0	0.0	7.75	0	1	1	1	0	0.9136973944070425
196	1	29.3475862	68.65013682	96.0	1.0	7.75	0	1	1	1	0	0.9136973944070425
197	1	29.3475862	68.65013682	96.0	1.0	7.75	0	1	1	1	0	0.9136973944070425
198	1	29.3475862	68.65013682	96.0	1.0	7.75	0	1	1	1	0	0.9136973944070425
199	1	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	0	1.7418321907765453
200	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
201	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
202	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
203	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
204	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
205	1	39.87602955	68.49460435	74.75	0.0	7.75	0	1	1	1	0	1.7418321907765453
206	1	39.87602955	68.49460435	74.75	1.0	7.75	0	1	1	1	0	1.7418321907765453
207	1	28.771428566666668	44.53693126	43.25	1.0	7.75	0	1	1	1	0	2.540784595316302
208	1	28.771428566666668	44.53693126	43.25	1.0	7.75	0	1	1	1	0	2.540784595316302
209	1	37.28069836666667	68.68188962	77.38333333333334	0.0	7.75	0	1	1	1	0	1.519398654742927
210	1	37.28069836666667	68.68188962	77.38333333333334	0.0	7.75	0	1	1	1	0	1.519398654742927
211	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0	16.647353810659823
212	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
213	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0	16.647353810659823
214	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
215	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0	16.647353810659823
216	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0	16.647353810659823
217	1	46.380616383333326	68.28061554	50.016666666666666	0.0	7.75	0	1	1	1	0	16.647353810659823
218	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
219	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
220	1	46.380616383333326	68.28061554	50.016666666666666	1.0	7.75	0	1	1	1	0	16.647353810659823
221	1	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	0	1.473168897193854
222	1	38.82397003333333	64.11250404	77.08333333333333	0.0	7.75	0	1	1	1	0	1.473168897193854
223	1	45.63542676666667	64.62069762	70.65	0.0	7.75	0	1	1	1	0	2.273502613437217
224	1	45.63542676666667	64.62069762	70.65	0.0	7.75	0	1	1	1	0	2.273502613437217
225	1	45.63542676666667	64.62069762	70.65	1.0	7.75	0	1	1	1	0	2.273502613437217
226	1	32.313756616666666	47.06751005	75.93333333333334	0.0	7.75	0	1	1	1	0	0.9013730304030464
227	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
228	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
229	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
230	1	47.26057888333333	63.6171793	72.18333333333334	1.0	7.75	0	1	1	1	0	2.2416133582698756
231	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
232	1	47.26057888333333	63.6171793	72.18333333333334	0.0	7.75	0	1	1	1	0	2.2416133582698756
233	1	28.172507116666665	44.50614743	60.3	0.0	7.75	0	1	1	1	0	1.1440714519329287
234	1	23.012365583333334	37.59233862	50.53333333333333	0.0	7.75	0	1	1	1	0	1.0843491730046448
235	1	23.012365583333334	37.59233862	50.53333333333333	0.0	7.75	0	1	1	1	0	1.0843491730046448
236	1	20.372463766666666	54.88827995	54.233333333333334	0.0	7.75	0	1	1	1	0	1.392116639449918
237	1	31.075	69.88257372	87.9	0.0	7.75	0	1	1	1	0	1.0934020892212932
238	1	31.075	69.88257372	87.9	1.0	7.75	0	1	1	1	0	1.0934020892212932
239	1	49.67816233333333	66.30087139	72.33333333333333	1.0	7.75	0	1	1	1	0	2.5844374068065967
240	1	49.67816233333333	66.30087139	72.33333333333333	1.0	7.75	0	1	1	1	0	2.5844374068065967
241	1	49.67816233333333	66.30087139	72.33333333333333	1.0	7.75	0	1	1	1	0	2.5844374068065967
242	1	49.67816233333333	66.30087139	72.33333333333333	0.0	7.75	0	1	1	1	0	2.5844374068065967
243	1	38.809999999999995	72.99604381	99.76666666666667	0.0	7.75	0	1	1	1	0	1.0703676460327007
244	1	38.809999999999995	72.99604381	99.76666666666667	1.0	7.75	0	1	1	1	0	1.0703676460327007
245	1	39.77901538333333	63.26119903	72.58333333333333	1.0	7.75	0	1	1	1	0	1.6921918362884298
246	1	39.77901538333333	63.26119903	72.58333333333333	0.0	7.75	0	1	1	1	0	1.6921918362884298
247	1	39.77901538333333	63.26119903	72.58333333333333	1.0	7.75	0	1	1	1	0	1.6921918362884298
248	1	32.3890625	68.12933854	83.83333333333333	0.0	7.75	0	1	1	1	0	1.173684407649864
249	1	32.3890625	68.12933854	83.83333333333333	0.0	7.75	0	1	1	1	0	1.173684407649864
250	1	32.3890625	68.12933854	83.83333333333333	1.0	7.75	0	1	1	1	0	1.173684407649864
251	1	32.3890625	68.12933854	83.83333333333333	0.0	7.75	0	1	1	1	0	1.173684407649864
252	1	32.3890625	68.12933854	83.83333333333333	1.0	7.75	0	1	1	1	0	1.173684407649864
253	1	32.3890625	68.12933854	83.83333333333333	1.0	7.75	0	1	1	1	0	1.173684407649864
254	1	16.58888888833333	33.01023753	71.28333333333333	0.0	7.75	0	1	1	1	0	0.4618428395483814
255	1	25.855555550000002	40.04845634	67.31666666666666	1.0	7.75	0	1	1	1	0	0.7790060485623738
256	1	39.741443000000004	67.64752939	68.61666666666666	0.0	7.75	0	1	1	1	0	2.074357244170727
257	1	36.641666666666666	68.89495726	78.7	0.0	7.75	0	1	1	1	0	1.4538131308103823
258	1	36.641666666666666	68.89495726	78.7	0.0	7.75	0	1	1	1	0	1.4538131308103823
259	1	36.641666666666666	68.89495726	78.7	1.0	7.75	0	1	1	1	0	1.4538131308103823
260	1	36.833021	68.28222352	69.76666666666667	0.0	7.75	0	1	1	1	0	1.8380055500890646
261	1	36.833021	68.28222352	69.76666666666667	0.0	7.75	0	1	1	1	0	1.8380055500890646
262	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0	1.8380055500890646
263	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0	1.8380055500890646
264	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0	1.8380055500890646
265	1	36.833021	68.28222352	69.76666666666667	1.0	7.75	0	1	1	1	0	1.8380055500890646
266	1	42.833333333333336	68.24247048	67.88333333333334	1.0	7.75	0	1	1	1	0	2.4148690810379234
267	1	42.833333333333336	68.24247048	67.88333333333334	0.0	7.75	0	1	1	1	0	2.4148690810379234
268	1	25.558333333333334	52.88347112	43.86666666666667	0.0	7.75	0	1	1	1	0	2.4651873165225306
