,ident,actual_ident,departuretime,arrivaltime,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
5666,AFR2221,DAL444,1465485600.0,1465506600.0,KSFO,KJFK,B763,Business: Breakfast / Economy: Food for sale,0.0,36.0,172.0
5667,JBU282,,1465492920.0,1465506000.0,KHOU,KJFK,A320,,0.0,0.0,150.0
5668,DAL3286,TCF3286,1465506480.0,1465512300.0,KORF,KJFK,E135,,0.0,0.0,50.0
5669,AFR2541,DAL267,1465501500.0,1465521840.0,KSFO,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
5670,DAL3622,FLG3622,1465467600.0,1465472280.0,KORF,KJFK,,,0.0,0.0,50.0
5671,AFR2287,DAL1583,1465496100.0,1465517100.0,KSFO,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5672,JBU786,,1465466400.0,1465472100.0,KRDU,KJFK,E190,,0.0,0.0,100.0
5673,DAL1562,,1465477200.0,1465482000.0,KBOS,KJFK,A319,,12.0,0.0,114.0
5674,UAL7610,CCA981,1465448400.0,1465496400.0,ZBAA,KJFK,,,0.0,0.0,400.0
5675,ETD3058,AAL292,1465477200.0,1465497240.0,KLAX,KJFK,,First: Breakfast / Business: Breakfast / Economy: Breakfast,10.0,20.0,72.0
5676,ELY8732,JBU16,1465483500.0,1465503960.0,KSFO,KJFK,A320,Business: No meal / Economy: No meal,0.0,16.0,143.0
5677,FIN5517,BAW117,1465457400.0,1465484700.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
5678,ELY8728,JBU416,1465497300.0,1465517940.0,KSFO,KJFK,A320,Business: No meal / Economy: No meal,0.0,16.0,143.0
5679,DAL232,,1465470000.0,1465475100.0,KBOS,KJFK,A319,,12.0,0.0,114.0
5680,QFA4453,AAL1039,1465477800.0,1465482540.0,KBOS,KJFK,,First: No meal / Business: No meal / Economy: No meal,10.0,20.0,72.0
5681,AFR3519,TCF3286,1465506480.0,1465512300.0,KORF,KJFK,E135,,0.0,0.0,50.0
5682,TAM2153,ENY3141,1465490700.0,1465495140.0,KBWI,KJFK,E145,,0.0,0.0,50.0
5683,EAQ3087,AAL180,1465516800.0,1465537020.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
5684,RAM9557,JBU16,1465483500.0,1465503960.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5685,DAL750,,1465466400.0,1465471200.0,KBOS,KJFK,A319,,12.0,0.0,114.0
5686,RJA7350,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,,16.0,0.0,134.0
5687,JBU886,,1465482480.0,1465488000.0,KRDU,KJFK,E190,,0.0,0.0,100.0
5688,UAE6124,JBU416,1465497300.0,1465517940.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5689,HVN3060,DAL172,1465455300.0,1465502400.0,RJAA,KJFK,,Business: Refreshments / Economy: Refreshments,0.0,45.0,224.0
5690,VIR3056,TCF3286,1465506480.0,1465512300.0,KORF,KJFK,E135,,0.0,0.0,50.0
5691,UAE6126,JBU1516,1465538400.0,1465558440.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5692,AAL85,,1465508400.0,1465513440.0,KBOS,KJFK,,,10.0,20.0,72.0
5693,SAA7383,JBU1516,1465538400.0,1465558440.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5694,KLM7573,TCF3286,1465506480.0,1465512300.0,KORF,KJFK,E135,,0.0,0.0,50.0
5695,CPA7570,AAL2199,1465515720.0,1465529400.0,KDFW,KJFK,B738,,16.0,0.0,134.0
5696,ETD8355,JBU16,1465483500.0,1465503960.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5697,VIR3766,FLG3622,1465467600.0,1465472280.0,KORF,KJFK,,,0.0,0.0,50.0
5698,ETD8356,JBU416,1465497300.0,1465517940.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5699,DAL2354,,1465503660.0,1465520400.0,KSLC,KJFK,B739,First: Lunch / Economy: Lunch,20.0,0.0,160.0
5700,AAL198,,1465492500.0,1465497000.0,KBOS,KJFK,,,10.0,20.0,72.0
5701,FIN5479,BAW179,1465492200.0,1465520400.0,EGLL,KJFK,,First: Meal / Business: Meal / Economy: Meal,14.0,56.0,227.0
5702,ETD8365,JBU1516,1465538400.0,1465558440.0,KSFO,KJFK,A320,,0.0,16.0,143.0
5703,KLM7255,TCF3353,1465487940.0,1465495140.0,KCMH,KJFK,E135,,0.0,0.0,50.0
5704,KLM8649,FLG3622,1465467600.0,1465472280.0,KORF,KJFK,,,0.0,0.0,50.0
5705,JBU1186,,1465515840.0,1465522200.0,KRDU,KJFK,E190,,0.0,0.0,100.0
5706,FIN5726,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,134.0
5707,HAL2565,VRD24,1465505400.0,1465525740.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5708,ETD3492,ENY3741,1465490700.0,1465495140.0,KBWI,KJFK,E145,,0.0,0.0,50.0
5709,HAL2557,VRD26,1465510500.0,1465530240.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5710,AAL1039,,1465477800.0,1465482540.0,KBOS,KJFK,,,10.0,20.0,72.0
5711,ETD3340,LOF4189,1465468800.0,1465473420.0,KORF,KJFK,E145,,0.0,0.0,50.0
5712,DAL3303,TCF3303,1465469400.0,1465476720.0,KCMH,KJFK,E135,,0.0,0.0,50.0
5713,VOZ6533,DAL40,1465486800.0,1465507260.0,KLAX,KJFK,A333,Business: Breakfast / Economy: Food for sale,0.0,34.0,264.0
5714,HAL2584,VRD34,1465539300.0,1465559400.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5715,CAL9640,VRD34,1465539300.0,1465559400.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5716,QTR5381,LOF4189,1465468800.0,1465473420.0,KORF,KJFK,E145,,0.0,0.0,50.0
5717,DAL3871,FLG3871,1465485600.0,1465491540.0,KRDU,KJFK,CRJ9,,0.0,12.0,64.0
5718,AAL1,,1465466400.0,1465470660.0,KBOS,KJFK,,,10.0,20.0,72.0
5719,CES3898,VRD24,1465505400.0,1465525740.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5720,GFA4139,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,134.0
5721,CES9876,VRD26,1465510500.0,1465530240.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5722,QTR5117,AAL67,1465459200.0,1465490400.0,LEBL,KJFK,B772,"First: Lunch, Snack or brunch / Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",16.0,37.0,194.0
5723,BAW4834,LOF4189,1465468800.0,1465473420.0,KORF,KJFK,E145,,0.0,0.0,50.0
5724,ETD8248,JBU317,1465515420.0,1465520340.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5725,VOZ6931,DAL1362,1465541940.0,1465562100.0,KLAX,KJFK,B752,Economy: Refreshments for sale,0.0,0.0,219.0
5726,CSN1964,VRD22,1465488900.0,1465509540.0,KSFO,KJFK,A320,First: Dinner / Economy: Dinner,8.0,0.0,141.0
5727,AAL7039,ASA18,1465533600.0,1465552800.0,KSEA,KJFK,B738,First: Snack or brunch / Economy: Food for sale,16.0,0.0,141.0
5728,CCA981,,1465448400.0,1465496400.0,ZBAA,KJFK,,"Economy: Hot meal, Refreshments",0.0,0.0,400.0
5729,CSN1966,VRD24,1465505400.0,1465525740.0,KSFO,KJFK,A320,First: Dinner / Economy: Dinner,8.0,0.0,141.0
5730,ETD3413,RPA4431,1465494180.0,1465499340.0,KORF,KJFK,E170,,12.0,0.0,64.0
5731,FIN5513,BAW113,1465485300.0,1465512600.0,EGLL,KJFK,,First: Meal / Business: Meal / Economy: Meal,14.0,56.0,227.0
5732,ETD8249,JBU1317,1465507500.0,1465512840.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5733,SIA1410,VRD26,1465510800.0,1465530600.0,KSFO,KJFK,A320,,0.0,16.0,126.0
5734,RJA7611,AAL3741,1465490700.0,1465495140.0,KBWI,KJFK,E145,,0.0,0.0,50.0
5735,GFA4351,AAL2199,1465515720.0,1465529400.0,KDFW,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,134.0
5736,SIA1426,VRD34,1465539300.0,1465559400.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5737,QTR5363,RPA4431,1465494180.0,1465499340.0,KORF,KJFK,E170,,12.0,0.0,64.0
5738,DAL3888,FLG3888,1465492800.0,1465498740.0,KRDU,KJFK,CRJ9,,0.0,12.0,64.0
5739,ETD8244,JBU117,1465486800.0,1465491420.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5740,AAL66,,1465481700.0,1465502400.0,KSFO,KJFK,,First: Breakfast / Business: Breakfast / Economy: Food for sale,10.0,20.0,72.0
5741,BAW2476,RPA4431,1465494180.0,1465499340.0,KORF,KJFK,E170,,12.0,0.0,64.0
5742,DAL3689,FLG3689,1465505700.0,1465512300.0,KRDU,KJFK,CRJ9,,0.0,12.0,64.0
5743,AAL164,,1465486500.0,1465507620.0,KSFO,KJFK,,First: Breakfast / Business: Breakfast / Economy: Food for sale,10.0,20.0,72.0
5744,ETD8278,JBU717,1465477800.0,1465482180.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5745,TAM8337,JAL6,1465437000.0,1465484100.0,RJAA,KJFK,B77W,,8.0,49.0,187.0
5746,GFA4110,RPA4431,1465494180.0,1465499340.0,KORF,KJFK,E170,First: Food for sale / Economy: Food for sale,12.0,0.0,64.0
5747,BAW4340,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Lunch / Economy: No meal,16.0,0.0,134.0
5748,AAL20,,1465509600.0,1465530420.0,KSFO,KJFK,,First: Lunch / Business: Lunch / Economy: Food for sale,10.0,20.0,72.0
5749,DAL1830,,1465514520.0,1465531020.0,KSLC,KJFK,B738,First: Dinner / Economy: Dinner,16.0,0.0,144.0
5750,VIR3441,GJS6286,1465480860.0,1465485000.0,KPHL,KJFK,CRJ7,,9.0,0.0,56.0
5751,SIA1453,JBU1317,1465507500.0,1465512840.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5752,VOZ6571,DAL1162,1465532400.0,1465552020.0,KLAX,KJFK,B752,Economy: Refreshments for sale,0.0,0.0,219.0
5753,AAL276,,1465533900.0,1465554360.0,KSFO,KJFK,,First: Snack or brunch / Business: Snack or brunch / Economy: Food for sale,10.0,20.0,72.0
5754,FIN5690,RPA4431,1465494180.0,1465499340.0,KORF,KJFK,E170,,12.0,0.0,64.0
5755,EAQ3089,AAL10,1465532100.0,1465552380.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
5756,AAL18,,1465538400.0,1465558740.0,KSFO,KJFK,,First: Snack or brunch / Business: Snack or brunch / Economy: Food for sale,10.0,20.0,72.0
5757,AAL4697,RPA4697,1465465860.0,1465471800.0,KRDU,KJFK,E170,,12.0,0.0,64.0
5758,DAL444,,1465485600.0,1465506600.0,KSFO,KJFK,B763,Business: Breakfast / Economy: Food for sale,0.0,36.0,172.0
5759,BER4623,AWI3741,1465490700.0,1465495140.0,KBWI,KJFK,E145,Economy: Food for sale,0.0,0.0,50.0
5760,FIN5515,BAW115,1465479000.0,1465507200.0,EGLL,KJFK,,First: Meal / Business: Meal / Economy: Meal,14.0,56.0,227.0
5761,IBE4011,ENY4431,1465494180.0,1465499340.0,KORF,KJFK,E170,,12.0,0.0,64.0
5762,DAL267,,1465501500.0,1465521900.0,KSFO,KJFK,B763,Business: Lunch / Economy: Food for sale,0.0,36.0,172.0
5763,SAA7353,JBU617,1465471740.0,1465476240.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5764,QFA4642,AAL198,1465492500.0,1465497000.0,KBOS,KJFK,,First: No meal / Business: No meal / Economy: No meal,10.0,20.0,72.0
5765,DAL2240,,1465531200.0,1465551240.0,KSFO,KJFK,B763,Business: Snack or brunch / Economy: Refreshments for sale,0.0,36.0,172.0
5766,FIN5736,AAL44,1465482900.0,1465502460.0,KSEA,KJFK,B738,First: Breakfast / Economy: Food for sale,16.0,0.0,134.0
5767,BAW1880,AAL2199,1465515720.0,1465529400.0,KDFW,KJFK,B738,First: Dinner / Economy: No meal,16.0,0.0,134.0
5768,AAL4492,RPA4492,1465482300.0,1465487940.0,KRDU,KJFK,E170,,12.0,0.0,64.0
5769,DAL1859,,1465479300.0,1465499700.0,KSFO,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5770,JBU422,,1465494300.0,1465504860.0,MYNN,KJFK,A320,,0.0,0.0,150.0
5771,DAL1583,,1465496100.0,1465517100.0,KSFO,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5772,UAE6704,JBU617,1465471740.0,1465476240.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5773,VOZ6565,DAL2362,1465513800.0,1465533540.0,KLAX,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5774,DAL468,,1465506000.0,1465526580.0,KSFO,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5775,JBU622,,1465508400.0,1465519080.0,MYNN,KJFK,E190,,0.0,0.0,100.0
5776,DAL2040,,1465513500.0,1465533780.0,KSFO,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5777,DAL372,,1465492260.0,1465503540.0,MYNN,KJFK,A320,First: Lunch / Economy: Refreshments for sale,12.0,0.0,138.0
5778,UAE6702,JBU317,1465515420.0,1465520340.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5779,DAL2521,,1465539000.0,1465559400.0,KSFO,KJFK,B752,Economy: Refreshments for sale,0.0,0.0,219.0
5780,BER4515,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,134.0
5781,JBU16,,1465483500.0,1465503960.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5782,VIR3805,DAL372,1465492260.0,1465503540.0,MYNN,KJFK,A320,First: Refreshments for sale / Economy: Refreshments for sale,12.0,0.0,138.0
5783,UAE6870,JBU1317,1465507500.0,1465512840.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5784,AAL6146,BAW183,1465499100.0,1465526700.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
5785,JBU416,,1465497300.0,1465517940.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5786,CCA989,,1465434000.0,1465482000.0,ZBAA,KJFK,B773,"First: Snack or brunch, Hot meal / Business: Snack or brunch, Hot meal / Economy: Refreshments, Hot meal",8.0,42.0,261.0
5787,AAL4532,RPA4532,1465498200.0,1465504320.0,KRDU,KJFK,E170,,12.0,0.0,64.0
5788,JBU516,,1465505100.0,1465525920.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5789,FIN4015,AAL105,1465481700.0,1465509900.0,EGLL,KJFK,B772,"First: Lunch, Snack or brunch / Business: Lunch, Snack or brunch / Economy: Lunch, Snack or brunch",16.0,37.0,194.0
5790,BAW8005,BOS8005,1465461900.0,1465493100.0,LFPO,KJFK,B752,Business: Meal / Economy: Meal,0.0,20.0,94.0
5791,UAE6706,JBU117,1465486800.0,1465491420.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5792,JBU616,,1465510800.0,1465531080.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5793,QTR5107,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,134.0
5794,CHH8902,AAL10,1465532100.0,1465552380.0,KLAX,KJFK,,,10.0,20.0,72.0
5795,JBU916,,1465514400.0,1465534740.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5796,AFR32,,1465464000.0,1465493100.0,LFPO,KJFK,B772,"First: Meal, Snack or brunch / Business: Meal, Snack or brunch / Economy: Meal, Snack or brunch",4.0,49.0,194.0
5797,RAM9513,JBU417,1465497240.0,1465502340.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5798,DAL4258,GJS4258,1465470000.0,1465476420.0,KRDU,KJFK,CRJ7,,9.0,0.0,56.0
5799,JBU1516,,1465538400.0,1465558440.0,KSFO,KJFK,A320,Business: Meal / Economy: Meal,0.0,16.0,143.0
5800,VRD12,,1465480800.0,1465501200.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5801,DAL8466,AFR32,1465464000.0,1465493100.0,LFPO,KJFK,B772,First: Lunch / Business: Lunch / Economy: Lunch,4.0,49.0,194.0
5802,RAM9509,JBU117,1465486800.0,1465491420.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5803,VOZ6561,DAL2262,1465505100.0,1465525680.0,KLAX,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5804,VRD22,,1465488900.0,1465509540.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5805,DAL6218,GJS6218,1465500600.0,1465507140.0,KRDU,KJFK,CRJ7,,9.0,0.0,56.0
5806,IBE4434,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,,16.0,0.0,134.0
5807,VRD24,,1465505400.0,1465525740.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5808,EIN5017,JBU617,1465471740.0,1465476240.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5809,IBE7515,BOS8005,1465461900.0,1465493100.0,LFPO,KJFK,B752,,0.0,20.0,94.0
5810,JBU72,,1465535940.0,1465551960.0,KSLC,KJFK,A320,,0.0,0.0,150.0
5811,AAL6142,BAW177,1465474200.0,1465501800.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
5812,VRD26,,1465510500.0,1465530240.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5813,EAQ3145,AAL28,1465537500.0,1465557720.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
5814,JBU863,,1465491960.0,1465496040.0,KHYA,KJFK,E190,,0.0,0.0,100.0
5815,EIN5011,JBU917,1465465500.0,1465469700.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5816,VRD34,,1465539300.0,1465559400.0,KSFO,KJFK,A320,,8.0,0.0,141.0
5817,FIN5545,BOS8005,1465461900.0,1465493100.0,LFPO,KJFK,B752,Business: Meal / Economy: Meal,0.0,20.0,94.0
5818,TAM8379,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,,16.0,0.0,134.0
5819,AAL4197,LOF4197,1465470000.0,1465476060.0,KRDU,KJFK,E145,,0.0,0.0,50.0
5820,AAL978,,1465496940.0,1465513200.0,TAPA,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,134.0
5821,EIN5013,JBU317,1465515420.0,1465520340.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5822,JBU740,,1465497000.0,1465513800.0,TAPA,KJFK,A320,,0.0,0.0,150.0
5823,KLM6046,DAL213,1465464600.0,1465503600.0,LGAV,KJFK,A333,Business: Lunch / Economy: Lunch,0.0,34.0,264.0
5824,JAL7465,AAL1357,1465489500.0,1465504140.0,TJSJ,KJFK,B752,First: Lunch / Economy: Lunch,22.0,0.0,160.0
5825,AAL6240,BOS8005,1465461900.0,1465493100.0,LFPO,KJFK,B752,Business: Meal / Economy: Meal,0.0,20.0,94.0
5826,JAL7473,AAL1324,1465473300.0,1465487700.0,TJSJ,KJFK,B738,First: Breakfast / Economy: Breakfast,16.0,0.0,134.0
5827,EIN5021,JBU1317,1465507500.0,1465512840.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5828,ETD3032,AAL1345,1465489500.0,1465502940.0,KDFW,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,134.0
5829,DAL3678,FLG3678,1465506600.0,1465513980.0,KCMH,KJFK,,,0.0,0.0,50.0
5830,FIN4020,AAL1357,1465489500.0,1465504140.0,TJSJ,KJFK,B752,First: Lunch / Economy: Food for sale,22.0,0.0,160.0
5831,UAE6150,JBU464,1465501920.0,1465521480.0,KSEA,KJFK,A320,,0.0,0.0,150.0
5832,AAL6214,BAW173,1465467600.0,1465494900.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
5833,FIN5718,AAL1324,1465473300.0,1465487700.0,TJSJ,KJFK,B738,First: Food for sale / Economy: Food for sale,16.0,0.0,134.0
5834,AIC101,,1465416900.0,1465471500.0,VIDP,KJFK,B77W,First: Meal / Business: Meal / Economy: Meal,4.0,35.0,303.0
5835,BAW4336,AAL30,1465541700.0,1465561740.0,KLAX,KJFK,,First: Snack or brunch / Business: No meal / Economy: No meal,10.0,20.0,72.0
5836,EIN5015,JBU417,1465497240.0,1465502340.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5837,QTR4102,JBU168,1465532340.0,1465551960.0,KOAK,KJFK,A320,,0.0,0.0,150.0
5838,BAW5082,AAL1357,1465489500.0,1465504140.0,TJSJ,KJFK,B752,,22.0,0.0,160.0
5839,VOZ6560,DAL418,1465482300.0,1465502400.0,KLAX,KJFK,B752,Economy: Food for sale,0.0,0.0,219.0
5840,KLM6597,FLG3789,1465485000.0,1465498560.0,KDFW,KJFK,CRJ9,Business: Lunch / Economy: Refreshments for sale,0.0,12.0,64.0
5841,AAL4192,LOF4192,1465507200.0,1465513620.0,KRDU,KJFK,E145,,0.0,0.0,50.0
5842,BAW4908,AAL1324,1465473300.0,1465487700.0,TJSJ,KJFK,B738,,16.0,0.0,134.0
5843,AMX5797,CRL3322,1465480800.0,1465484940.0,KBWI,KJFK,E135,,0.0,0.0,50.0
5844,JBU1732,,1465485060.0,1465493460.0,TXKF,KJFK,E190,,0.0,0.0,100.0
5845,AZA7616,DAL475,1465471500.0,1465505100.0,LIPZ,KJFK,B764,,0.0,40.0,206.0
5846,QTR5211,AAL1357,1465489500.0,1465504140.0,TJSJ,KJFK,B752,First: Lunch / Economy: Food for sale,22.0,0.0,160.0
5847,EIN5009,JBU117,1465486800.0,1465491420.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5848,IBE7172,AAL1357,1465489500.0,1465504140.0,TJSJ,KJFK,B752,,22.0,0.0,160.0
5849,MAS9543,AAL198,1465492500.0,1465497000.0,KBOS,KJFK,,First: Meal / Business: Meal / Economy: Meal,10.0,20.0,72.0
5850,IBE7116,AAL1324,1465473300.0,1465487700.0,TJSJ,KJFK,B738,,16.0,0.0,134.0
5851,TAM8339,JAL4,1465463700.0,1465510800.0,RJAA,KJFK,B788,,0.0,42.0,144.0
5852,EIN5019,JBU717,1465477800.0,1465482180.0,KBOS,KJFK,E190,,0.0,0.0,100.0
5853,WJA7413,TCF4213,1465468200.0,1465472820.0,KBWI,KJFK,E135,,0.0,0.0,50.0
5854,WJA6813,DAL326,1465470000.0,1465483980.0,TJSJ,KJFK,B738,,16.0,0.0,144.0
5855,DAL1773,,1465488000.0,1465496160.0,TXKF,KJFK,A319,First: Refreshments / Economy: No meal,12.0,0.0,114.0
5856,AZA3403,FLG3789,1465485000.0,1465498560.0,KDFW,KJFK,CRJ9,,0.0,12.0,64.0
5857,WJA6814,DAL391,1465487940.0,1465502400.0,TJSJ,KJFK,B739,,20.0,0.0,160.0
5858,AAL1609,,1465486200.0,1465494480.0,TXKF,KJFK,B738,First: Refreshments / Economy: Food for sale,16.0,0.0,134.0
5859,KLM7195,DAL302,1465495380.0,1465509540.0,TJSJ,KJFK,B752,First: Snack or brunch / Economy: Snack or brunch,22.0,0.0,153.0
5860,AAL1443,,1465474500.0,1465482780.0,TXKF,KJFK,B738,First: Refreshments / Economy: Food for sale,16.0,0.0,134.0
5861,DAL475,,1465471500.0,1465505100.0,LIPZ,KJFK,B764,Business: Lunch / Economy: Lunch,0.0,40.0,206.0
5862,ELY8608,JBU617,1465471740.0,1465476240.0,KBOS,KJFK,A320,Economy: No meal,0.0,0.0,150.0
5863,KLM7169,DAL326,1465470000.0,1465483980.0,TJSJ,KJFK,B738,First: Snack or brunch / Economy: Snack or brunch,16.0,0.0,144.0
5864,ELY8532,JBU917,1465465500.0,1465469700.0,KBOS,KJFK,A320,Economy: No meal,0.0,0.0,150.0
5865,ELY8610,JBU317,1465515420.0,1465520340.0,KBOS,KJFK,E190,Economy: No meal,0.0,0.0,100.0
5866,EAQ4831,AAL30,1465541700.0,1465561740.0,KLAX,KJFK,,First: Meal / Business: Meal / Economy: Food for sale,10.0,20.0,72.0
5867,KLM5533,DAL391,1465487940.0,1465502400.0,TJSJ,KJFK,B739,First: Snack or brunch / Economy: Snack or brunch,20.0,0.0,160.0
5868,AAL6140,BAW175,1465461600.0,1465488600.0,EGLL,KJFK,B744,First: Meal / Business: Meal / Economy: Meal,14.0,70.0,215.0
5869,ELY8606,JBU417,1465497240.0,1465502340.0,KBOS,KJFK,E190,Economy: No meal,0.0,0.0,100.0
5870,VIR4620,FLG3789,1465485000.0,1465498560.0,KDFW,KJFK,CRJ9,Business: Lunch / Economy: Refreshments for sale,0.0,12.0,64.0
5871,QFA3248,AAL85,1465508400.0,1465513440.0,KBOS,KJFK,,First: No meal / Business: No meal / Economy: No meal,10.0,20.0,72.0
5872,VOZ6718,DAL1908,1465536900.0,1465556400.0,KLAX,KJFK,B763,Business: Snack or brunch / Economy: Refreshments for sale,0.0,36.0,172.0
5873,AZA3116,DAL302,1465495380.0,1465509540.0,TJSJ,KJFK,B752,,22.0,0.0,153.0
5874,KLM7309,DAL1773,1465488000.0,1465496160.0,TXKF,KJFK,A319,First: Refreshments / Economy: No meal,12.0,0.0,114.0
5875,KLM7791,TCF3350,1465481880.0,1465485960.0,KMVY,KJFK,E135,,0.0,0.0,50.0
5876,AZA3115,DAL326,1465470000.0,1465483980.0,TJSJ,KJFK,B738,,16.0,0.0,144.0
5877,JBU958,,1465489800.0,1465506840.0,TNCA,KJFK,A320,,0.0,0.0,150.0
5878,HAL2079,JBU617,1465471740.0,1465476240.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5879,AZA3337,DAL348,1465516500.0,1465530780.0,TJSJ,KJFK,B738,,16.0,0.0,144.0
5880,HAL2005,JBU917,1465465500.0,1465469700.0,KBOS,KJFK,A320,,0.0,0.0,150.0
5881,AZA7613,DAL213,1465464600.0,1465503600.0,LGAV,KJFK,A333,,0.0,34.0,264.0
5882,AZA3129,DAL391,1465487940.0,1465502400.0,TJSJ,KJFK,B739,,20.0,0.0,160.0
5883,QTR4058,JBU838,1465462800.0,1465476540.0,TJBQ,KJFK,A321,,0.0,0.0,190.0
5884,AFR8729,FLG3789,1465485000.0,1465498560.0,KDFW,KJFK,CRJ9,Business: Lunch / Economy: Refreshments for sale,0.0,12.0,64.0
5885,KLM7535,TCF3281,1465494060.0,1465498320.0,KMVY,KJFK,E135,,0.0,0.0,50.0
5886,WJA6785,TCF3322,1465480800.0,1465484940.0,KBWI,KJFK,E135,,0.0,0.0,50.0
5887,VIR4930,DAL302,1465495380.0,1465509540.0,TJSJ,KJFK,B752,First: Snack or brunch / Economy: Snack or brunch,22.0,0.0,153.0
5888,DAL722,,1465496700.0,1465514100.0,TNCA,KJFK,B738,First: Lunch / Economy: Food for sale,16.0,0.0,144.0
5889,LAN8367,JAL6,1465437000.0,1465484100.0,RJAA,KJFK,B77W,"First: Meal, Meal / Business: Meal, Meal / Economy: Meal, Meal",8.0,49.0,187.0
5890,VIR4926,DAL326,1465470000.0,1465483980.0,TJSJ,KJFK,B738,First: Snack or brunch / Economy: Snack or brunch,16.0,0.0,144.0
