terminal,zipcode,passenger_count,trip_distance,duration,total_ex_tip,N
C_and_D,11372,1.91428571429,4.27142857143,828.9,0.0,70
C_and_D,11373,1.56818181818,4.82386363636,841.840909091,0.0,44
C_and_D,11374,1.81818181818,6.11727272727,1037.90909091,0.0,11
C_and_D,11375,1.55172413793,5.34620689655,828.068965517,0.0,29
C_and_D,11377,1.8,5.25252631579,892.684210526,0.0,95
C_and_D,11378,3.0,8.4,1612.0,0.0,4
C_and_D,11385,1.0,10.4,1332.5,0.0,2
C_and_D,11413,1.0,11.805,2438.0,0.0,2
C_and_D,11414,1.5,11.615,1825.5,0.0,2
C_and_D,11415,1.5,7.535,1391.0,0.0,4
C_and_D,11417,1.0,13.2,2082.0,0.0,1
C_and_D,11418,2.0,8.5,3043.0,0.0,1
C_and_D,11420,1.0,10.26,996.0,0.0,1
C_and_D,11421,1.0,10.55,2424.0,0.0,1
C_and_D,11423,2.33333333333,8.77666666667,754.666666667,0.0,3
C_and_D,11426,2.0,3.2,291.0,0.0,1
C_and_D,11427,2.5,8.985,637.75,0.0,4
C_and_D,11430,1.74502639058,12.6096305319,1767.78400325,0.0,2463
C_and_D,11432,2.5,10.1733333333,966.0,0.0,6
C_and_D,11433,1.0,7.77,930.0,0.0,1
C_and_D,11434,1.0,32.84,4388.5,0.0,2
C_and_D,11435,1.36,8.9912,1331.88,0.0,25
C_and_D,11436,1.375,9.24,1566.375,0.0,8
C_and_D,,1.53206997085,10.4328425656,1817.16690962,0.0,1372
